school_code,seoutguse_gubun,hr_operation_krw,student_welfare_krw,edu_activity_support_krw,general_operation_krw,facility_expansion_krw,financial_activity_krw,fiscal_year
S090002688,결산세출,69303740,567149140,52282020,346934270,480700000,0,2025
S090002689,결산세출,7393780,828917480,73773980,452381570,138407810,0,2025
S090002690,결산세출,99701090,1286733480,178438220,422642040,386274940,0,2025
S090002691,결산세출,87222480,1000787700,77643380,421849070,173174860,0,2025
S090002692,결산세출,6283330,1124924720,171847550,439248810,73568370,0,2025
S090002693,결산세출,95153690,924916940,279054970,378952400,139829710,3050,2025
S090002694,결산세출,97301000,1007928300,286236340,418232270,1310066810,0,2025
S090002696,결산세출,113808820,896861650,529403130,423576730,0,2430,2025
S090002697,결산세출,4282330,1279224520,569646130,578212210,1215763970,22847120,2025
S090002698,결산세출,8040540,844387060,496025480,414074290,46410000,0,2025
S090002699,결산세출,8621900,838807290,94671520,502822600,0,0,2025
S090002700,결산세출,117710020,1245266200,211843600,336940990,0,1425600,2025
S090002701,결산세출,114107570,1402538680,211013560,370004720,364624320,0,2025
S090002702,결산세출,3306960,1063117060,631390840,499811430,0,0,2025
S090002703,결산세출,5881390,735895620,116575600,429603570,0,0,2025
S090002704,결산세출,82440760,813253190,75126290,345079680,101715990,0,2025
S090002706,결산세출,9427000,1364636020,119582170,490144590,12796000,0,2025
S090002707,결산세출,7310240,825152140,192927450,404418363,0,0,2025
S090002708,결산세출,8266720,871087670,76493530,486704370,120000000,0,2025
S090002709,결산세출,122757600,1448633940,91138700,414541950,1518750530,176010,2025
S090002710,결산세출,112196060,1231213220,160138470,407438030,0,13230,2025
S090002711,결산세출,20765440,813534820,181133560,473554570,0,0,2025
S090002712,결산세출,2356940,932729910,71280320,451906110,302877130,0,2025
S090002713,결산세출,3330800,1370652170,392605100,409132250,0,0,2025
S090002714,결산세출,11132740,992177720,210999200,470735470,0,0,2025
S090002917,결산세출,127754580,1442263990,132908260,444555480,0,0,2025
S090002919,결산세출,5701500,123837020,131673270,211614500,0,0,2025
S090002920,결산세출,98244710,846484440,1318909460,394340350,602138000,0,2025
S090002921,결산세출,112947240,942481370,100274180,426052100,64200000,0,2025
S090002923,결산세출,3882920,106995560,179822300,174881310,20445000,0,2025
S090002924,결산세출,2430320,103401160,36982850,229394090,0,0,2025
S090002925,결산세출,2239000,168180680,221015920,182847690,0,0,2025
S090003014,결산세출,122062150,1546455700,328354190,538713040,0,0,2025
S090003016,결산세출,78746590,1249055330,95175380,434050040,295168220,0,2025
S090003017,결산세출,64449380,489860900,120726860,315567310,67891710,0,2025
S090003018,결산세출,59614950,637857710,101045810,333667840,0,0,2025
S090003019,결산세출,114471020,1663476420,213240800,411544210,448913750,0,2025
S090003021,결산세출,6465520,999025440,87031630,438727850,119417070,0,2025
S090003022,결산세출,3360010,788202980,175776390,407947540,458541170,924000,2025
S090003024,결산세출,106016400,1162457760,329553870,331191650,0,0,2025
S090003025,결산세출,111283330,1111885100,127669370,461922280,0,0,2025
S090003026,결산세출,7202940,1085813520,388498600,369980910,0,0,2025
S090003030,결산세출,80202040,1253534850,171485950,366075330,0,0,2025
S090003032,결산세출,63820520,513996740,132403440,379115750,54300000,0,2025
S090003033,결산세출,7382560,1508855320,169442420,557082590,39150540,0,2025
S090003035,결산세출,65186590,544758640,61914630,388244500,57678800,0,2025
S090003037,결산세출,89326560,860058560,53195440,395191970,110484540,0,2025
S090003038,결산세출,128726740,1058498580,240231690,395974130,0,13631000,2025
S090003039,결산세출,141979700,1659848710,280336310,465771535,0,0,2025
S090003041,결산세출,9600750,884662220,123901820,439694250,250642040,0,2025
S090003199,결산세출,5125060,126077360,126101610,237095750,0,15997610,2025
S090003201,결산세출,10888050,120375410,30845740,178754910,0,13333000,2025
S090003202,결산세출,7805120,186048650,166712730,210621930,0,0,2025
S090003208,결산세출,6910640,1407655580,131553630,629349350,30000000,66781520,2025
S090003211,결산세출,14280060,112473220,113372020,200927910,51910000,0,2025
S090003212,결산세출,5028890,64839970,34096710,208194510,0,8657730,2025
S090003314,결산세출,4847480,169722700,32246220,246005420,0,2100,2025
S090003316,결산세출,2365110,189333550,29357730,233825110,0,6250,2025
S090003320,결산세출,5907400,855188990,39053040,458910760,71566940,658950,2025
S090003321,결산세출,5149860,971960150,690673610,411363080,53379800,5728210,2025
S090003322,결산세출,1294600,190201830,35875010,229872040,0,1650,2025
S090003323,결산세출,5528680,163040730,206710680,164539540,0,390,2025
S090003325,결산세출,3853730,170438310,151528230,245235130,0,11002190,2025
S090003406,결산세출,8679540,68164320,1116819300,258876810,72510000,0,2025
S090003407,결산세출,6425030,54512130,83115650,195689720,250520800,0,2025
S090003408,결산세출,7707000,197344270,205098340,231956720,0,0,2025
S090003409,결산세출,5484000,122568480,523991620,234049990,20053000,0,2025
S090003410,결산세출,90819620,1211249480,124493580,380572470,21603000,4444900,2025
S090003411,결산세출,5186960,178713490,57907320,261350210,289787140,0,2025
S090003467,결산세출,88443050,1546037520,181792870,407464010,0,0,2025
S090003468,결산세출,7049810,1339848050,294609990,390923660,100000000,0,2025
S090003470,결산세출,83090010,1398625920,141701630,407125950,648764990,0,2025
S090003472,결산세출,61183740,759039580,127174040,360061630,0,0,2025
S090003473,결산세출,68251430,825896460,241510050,290537530,341000000,0,2025
S090003475,결산세출,12860400,185377940,41526860,278991560,0,0,2025
S090003476,결산세출,57320040,953805900,81823000,393583070,34881000,0,2025
S090003477,결산세출,70769070,1166786090,212064120,354529580,31142000,0,2025
S090003478,결산세출,95372130,1362112060,298339370,454856390,6039000,0,2025
S090003479,결산세출,83713730,1195859220,164105000,444007400,829869050,0,2025
S090003480,결산세출,5687080,1000952830,46273540,495807990,109482180,0,2025
S090003481,결산세출,26588120,214260430,48000590,282766180,236662000,0,2025
S090003482,결산세출,10011440,1357717000,131372770,502220470,0,0,2025
S090003483,결산세출,50355630,544313440,73661610,324328330,0,0,2025
S090003484,결산세출,8307260,1146958790,339002480,422027660,2000000,0,2025
S090003487,결산세출,118221310,1321632340,91739290,448564070,51917770,0,2025
S090003488,결산세출,10790670,174377060,43181220,240257820,182390310,1300000,2025
S090003489,결산세출,79107820,1392757260,242433280,504512740,244385870,0,2025
S090003490,결산세출,7932530,1512070640,158422340,410892690,3572000,0,2025
S090003491,결산세출,65144140,1001866250,54568160,403039040,0,0,2025
S090003493,결산세출,100864730,1003757630,1647190970,302754780,0,34046680,2025
S090003494,결산세출,76930940,1218585780,1106768480,351945040,0,0,2025
S090003641,결산세출,7415190,556320860,53723540,322666420,443050620,15364510,2025
S090003642,결산세출,2635160,1048151130,543946210,456168320,0,0,2025
S090003643,결산세출,16821640,1176828470,259167030,440969560,77926340,14267590,2025
S090003645,결산세출,80454620,1047124550,149425790,364995780,86328000,49910,2025
S090003646,결산세출,112120280,1146438000,117366060,414024650,54604590,301940,2025
S090003648,결산세출,2085800,453385330,104961730,391857200,0,1128330,2025
S090003649,결산세출,86187460,599918170,157062860,297334580,0,0,2025
S090003650,결산세출,78157560,631732640,78139960,495698310,0,52170,2025
S090003651,결산세출,12828440,1246767080,79454050,579150010,304884000,0,2025
S090003652,결산세출,10731670,1252205090,275547920,469226710,7080000,474960,2025
S090003653,결산세출,102645050,1158052550,553178850,373208370,135199000,3553630,2025
S090003654,결산세출,105267710,971878690,157720370,433479620,0,89200,2025
S090003655,결산세출,6799300,1016998530,239413220,421726560,0,72850,2025
S090003740,결산세출,46937520,508567260,78245040,242399880,0,0,2025
S090003741,결산세출,57157950,228686830,94735810,269446680,29645560,0,2025
S090003742,결산세출,1548300,658927920,147219470,280381480,0,96000,2025
S090003743,결산세출,36412790,229592650,10747910,232147550,16446500,0,2025
S090003745,결산세출,61209000,353320290,111695660,217287030,19980000,0,2025
S090003746,결산세출,2636300,459567180,136456970,325710830,3571990,0,2025
S090003747,결산세출,129524450,1312940140,254251720,428324360,0,0,2025
S090003749,결산세출,14255870,47837750,43875940,214703850,0,2010,2025
S090003750,결산세출,90764510,1068091280,241120870,400799430,49768000,0,2025
S090003752,결산세출,148807980,1443753160,121952990,390876690,70824000,0,2025
S090003754,결산세출,64794080,656455400,105516990,412703780,195658990,0,2025
S090003756,결산세출,12007060,1098743740,128314820,366111550,302744660,0,2025
S090003861,결산세출,93637360,1154985730,282745920,380598310,149027000,0,2025
S090003863,결산세출,23173950,423645670,696360500,320146800,733056100,0,2025
S090003865,결산세출,8113540,1140417990,68779320,536894190,756978760,0,2025
S090003866,결산세출,40143030,223602060,75178840,264960070,0,0,2025
S090003867,결산세출,83012460,1228977870,56290230,468345000,0,0,2025
S090003869,결산세출,12384800,179900750,77057420,234630070,441447020,0,2025
S090003871,결산세출,7609340,1367303170,176124500,496731840,190770770,0,2025
S090003874,결산세출,6450670,165491550,71502360,189762400,0,0,2025
S090003875,결산세출,6207710,515876870,59456420,358540190,64812200,5785550,2025
S090003988,결산세출,16077870,1559449050,334835770,413229130,0,26991500,2025
S090003990,결산세출,81496860,826442840,72247730,349022540,258553770,79970,2025
S090003993,결산세출,8148110,1244046660,1478830830,347908220,9550000,54577620,2025
S090003999,결산세출,27510530,173248320,177781220,265074280,0,0,2025
S090004002,결산세출,87979510,1609952780,1079584540,536329470,0,0,2025
S090004003,결산세출,87922630,1435655920,352852840,385420830,507559560,0,2025
S090004004,결산세출,8185320,348760820,44826150,305999270,23591000,0,2025
S090004007,결산세출,91120780,1026828310,90540180,387817550,178521770,0,2025
S090004164,결산세출,54493710,452565360,123157220,357607720,988447190,22103510,2025
S090004165,결산세출,39041380,232082270,78913320,256192230,0,19001120,2025
S090004166,결산세출,2882720,48771330,264944940,227740770,5393740,6800,2025
S090004167,결산세출,95888020,89110900,99704720,207421480,1695000,5872730,2025
S090004169,결산세출,18035030,72398500,83250050,247970630,0,83040,2025
S090004170,결산세출,900000,402196730,87219700,352813570,0,0,2025
S090004171,결산세출,43490530,298349830,163276770,257699100,300000,1239430,2025
S090004172,결산세출,63136760,285508830,287706590,286155180,459322000,32920,2025
S090004173,결산세출,86528930,569928240,196187590,343119860,202857000,0,2025
S090004174,결산세출,81414870,702595310,78347300,374405980,29232000,33310,2025
S090004175,결산세출,82753450,777925330,190841890,403425190,75675940,5604890,2025
S090004259,결산세출,4065700,835000850,287333690,347659670,0,0,2025
S090004260,결산세출,82048280,1107128670,115452600,361931150,0,0,2025
S090004261,결산세출,71024490,1331344410,232749240,350951580,99638730,540,2025
S090004263,결산세출,8139890,1040996460,983446180,533495740,0,33900,2025
S090004265,결산세출,106841190,1320236260,172770440,393548340,19900000,0,2025
S090004269,결산세출,69053860,1128280870,469392360,380139370,0,0,2025
S090004272,결산세출,2971770,60458330,79352050,210712090,44000,2188520,2025
S090004273,결산세출,13887890,1708548190,416292660,370369310,0,0,2025
S090004275,결산세출,102786330,1362267950,346031700,397253700,0,0,2025
S090004276,결산세출,85941830,1208622440,93866000,446562770,323006580,23012550,2025
S090004278,결산세출,4199850,377661390,41455790,300693120,456490790,70921730,2025
S090004279,결산세출,76339100,850367040,69470840,371960190,152128000,145980,2025
S090004699,결산세출,106639700,882398070,185359500,415000080,0,0,2025
S090004860,결산세출,75237210,804158740,222837360,343929180,0,4320,2025
S090004861,결산세출,83323090,1416649940,135549740,528851350,289406780,283000,2025
S090004862,결산세출,94796960,1022487180,120444440,349903990,375742000,0,2025
S090004863,결산세출,101360440,1178471280,129845830,361791970,400203180,4902580,2025
S090004864,결산세출,53085400,562705050,156266620,378124450,548914470,0,2025
S090004865,결산세출,9703180,863623970,54537950,499036060,426475730,0,2025
S090004866,결산세출,135848210,1592013250,72503920,449399710,130743650,0,2025
S090004867,결산세출,42700140,531767990,59840440,320548870,124455000,0,2025
S090004869,결산세출,90985380,1090477110,154478760,346333410,323275830,192249170,2025
S090004870,결산세출,68306560,738791570,578788090,332259970,0,0,2025
S090004871,결산세출,8120710,585934330,80555750,359434600,488088060,0,2025
S090004948,결산세출,17383750,1121689770,267044130,405540900,440647000,0,2025
S090004970,결산세출,78304530,837163360,138238180,345281220,0,0,2025
S090004971,결산세출,116891900,1044045240,179091900,328465330,0,0,2025
S090004972,결산세출,87059470,1245967340,308616060,374453030,202301990,0,2025
S090004973,결산세출,74230490,1008246420,66926880,357525660,0,0,2025
S090004974,결산세출,69044530,1026737920,176230250,414760090,0,6478760,2025
S090004975,결산세출,92142820,1083288820,494336380,313893360,1780000,0,2025
S090004976,결산세출,78998930,837960790,77046720,349348520,0,0,2025
S090004977,결산세출,7556000,1295677120,110704980,532963890,125259000,0,2025
S090004979,결산세출,110836550,960253010,82124950,358126150,45711000,0,2025
S090004982,결산세출,4428590,1205939440,57687340,557742940,31789000,0,2025
S090004999,결산세출,8812000,886019510,206932060,364115070,0,0,2025
S090005002,결산세출,5546080,1289015410,365161600,389509150,136661040,45800950,2025
S090005020,결산세출,113080860,1512669390,112366680,497425090,75587690,0,2025
S090005021,결산세출,53782720,805115320,148217910,1598676320,0,0,2025
S090005033,결산세출,5442850,1403291500,110330570,541266290,310825540,10000,2025
S090005034,결산세출,11720780,1235508270,405881540,422956310,0,18950,2025
S090005035,결산세출,63664730,1138631590,160801030,323915630,408000000,3300,2025
S090005046,결산세출,6668000,454832860,369889040,405394330,0,0,2025
S090005111,결산세출,118907550,1689900640,171366860,470388920,181630000,0,2025
S090005132,결산세출,70841400,1126384540,368217270,285675860,3147000,250050,2025
S090005133,결산세출,10154670,1490575740,70551600,469529770,92011000,0,2025
S090005136,결산세출,6010480,992191330,117693950,492616610,0,0,2025
S090005153,결산세출,2750690,1129694440,788349820,297260340,0,5180,2025
S090005159,결산세출,8133520,1484608100,215892140,414318530,0,0,2025
S090005161,결산세출,63306760,795633250,151466120,392836540,0,0,2025
S090005162,결산세출,82977110,938878760,147799210,364677520,42603440,4610,2025
S090005164,결산세출,116756040,1428466810,332744840,506212960,465392490,0,2025
S090005172,결산세출,94922240,1077959170,185903060,389464940,30031550,5980,2025
S090005173,결산세출,87131650,755598470,226428830,349028790,247097040,4570,2025
S090005174,결산세출,112640060,1461061970,85501690,439942310,169735500,0,2025
S090005175,결산세출,71126540,958531110,91240960,428345900,0,0,2025
S090005266,결산세출,64987690,560711950,44561100,319623120,282476840,0,2025
S090005268,결산세출,41747980,395800640,86228600,287333160,0,0,2025
S090005287,결산세출,103553790,899771750,185010910,312001730,0,3737540,2025
S090005323,결산세출,10251430,574582660,128260440,484777980,447371000,0,2025
S090005329,결산세출,100101060,1571293580,122155830,366798620,19310000,0,2025
S090005331,결산세출,87160650,1324807840,310926170,403618090,0,10,2025
S090005335,결산세출,7176870,790985210,100869960,281968140,0,3148140,2025
S090005338,결산세출,9147600,1502031610,208651970,563629150,0,0,2025
S090005342,결산세출,131770640,1579399490,128595960,508427570,91396190,3211400,2025
S090005345,결산세출,66010980,739781280,81822640,287496680,0,0,2025
S090005350,결산세출,103410890,1074100280,101707410,372370520,549785890,182750,2025
S090005351,결산세출,10925260,1105191640,205808090,387539100,63033000,0,2025
S090005352,결산세출,2119270,906163750,331425660,394166010,0,0,2025
S090005353,결산세출,4807900,688523970,287880240,310968150,0,0,2025
S090005354,결산세출,4765730,855563390,97172700,385254710,0,0,2025
S090005356,결산세출,106552230,1316922200,109576830,398942910,142378400,0,2025
S090005358,결산세출,38293610,676802440,132739920,293642670,0,0,2025
S090005360,결산세출,67433430,667742700,57879660,278724800,77081000,0,2025
S090005362,결산세출,7111580,767293760,125797650,406737610,393980750,0,2025
S090005387,결산세출,64578680,604254910,129455480,317490420,0,0,2025
S090005389,결산세출,114788250,1280238070,85113230,382846400,0,0,2025
S090005390,결산세출,6621770,923117840,357910980,399298480,0,0,2025
S090005391,결산세출,3404000,1028485650,324944240,438127130,0,0,2025
S090005392,결산세출,2556610,513255920,91741490,294449620,523821140,0,2025
S090005394,결산세출,2472000,971324080,246890170,506254870,0,0,2025
S090005396,결산세출,70605590,933786290,157194100,352696230,0,0,2025
S090005398,결산세출,3094120,1041509920,141472000,538040150,459449600,0,2025
S090005400,결산세출,365000,473197420,187687800,337599390,0,3240,2025
S090005401,결산세출,6569140,680117620,189005260,579482410,0,7243920,2025
S090005405,결산세출,5308640,1101801150,418898580,462181010,0,0,2025
S090005407,결산세출,2601500,684175200,61650060,383511760,0,0,2025
S090005409,결산세출,6773070,1101351370,83604970,499007390,0,0,2025
S090005410,결산세출,85626250,1057529620,57670100,422858230,0,0,2025
S090005420,결산세출,117295200,867878810,133507070,340058750,37563930,0,2025
S090005462,결산세출,111571670,1397109230,283648800,254169310,0,0,2025
S090005468,결산세출,109676260,1115405470,131578940,248795370,0,0,2025
S090005469,결산세출,110367660,1379153930,200481170,406924480,0,3080,2025
S090005470,결산세출,3076500,889016950,99572070,241867370,317714020,60,2025
S090005473,결산세출,110626320,1327331430,186109000,306625700,79928000,0,2025
S090005475,결산세출,4593750,1006076610,187842760,455384070,0,0,2025
S090005477,결산세출,6605950,1610068680,301974600,439246830,0,6460,2025
S090005479,결산세출,116625490,1384162860,171091810,403645540,1791000,0,2025
S090005489,결산세출,58456860,616566640,164874780,272648910,0,4015130,2025
S090005490,결산세출,48853170,688047190,79416920,245882660,0,97910,2025
S090005587,결산세출,3536290,1487035220,742027880,329141480,182067570,860,2025
S090005590,결산세출,107401540,1376092590,214070230,381770770,0,175364270,2025
S090005592,결산세출,103838220,1368273820,334056760,351374210,0,218630,2025
S090005604,결산세출,8634440,1043854850,68574340,305664460,19449730,0,2025
S090005605,결산세출,2155320,644590480,180885540,397503820,0,87330,2025
S090005606,결산세출,8325950,793298860,78304200,332836950,0,0,2025
S090005608,결산세출,102124340,1238726220,90870610,358556630,18754000,0,2025
S090005609,결산세출,67664330,786314840,114609500,215582480,0,0,2025
S090005611,결산세출,6525120,1353431770,90510940,413048300,2163000,0,2025
S090005613,결산세출,4507820,852238940,463593770,320244970,0,0,2025
S090005614,결산세출,9484090,988223640,116260880,311465270,59950000,0,2025
S090005615,결산세출,7963500,551769290,61847540,234310650,0,0,2025
S090005616,결산세출,6588120,968175960,647550810,305405260,0,0,2025
S090005619,결산세출,5481360,1244006640,169064960,348359200,3715500,0,2025
S090005620,결산세출,51732300,724958040,119581530,287125840,165626560,0,2025
S090005622,결산세출,41533220,827299570,140602670,309854480,0,0,2025
S090005623,결산세출,56555880,460108810,108845130,236144890,0,0,2025
S090005654,결산세출,91814160,1305026250,161668210,274015470,0,620,2025
S090005657,결산세출,102952850,1469343180,126813880,352924840,0,4527200,2025
S090005661,결산세출,12964260,1339124840,267047590,294230510,1660000,1010,2025
S090005662,결산세출,95352430,2040184050,73213760,376471720,1253145200,300,2025
S090005679,결산세출,5223800,428156830,149108730,183412090,0,15256310,2025
S090005681,결산세출,9246990,1165365010,164573850,316805030,1197000,0,2025
S090005683,결산세출,3258770,935317790,673557880,317752310,1350000,297840,2025
S090005684,결산세출,53657750,654404090,55516060,276051540,9300000,3777070,2025
S090005689,결산세출,9281060,1010513930,211914480,367601200,0,1851000,2025
S090005691,결산세출,6158470,1387676740,152718350,459214480,0,0,2025
S090005694,결산세출,90344030,1061170370,161514560,192029840,44261030,83200,2025
S090005698,결산세출,84721920,1075012030,160958040,270980940,2600000,0,2025
S090005700,결산세출,19050700,937989490,164757090,227850510,0,0,2025
S090005701,결산세출,53659670,835539700,208968690,305835740,56342700,0,2025
S090005704,결산세출,80796080,512642370,105479440,261208270,0,0,2025
S090005707,결산세출,5466170,825691730,44238700,354667070,0,0,2025
S090005709,결산세출,123609230,1621289610,191957090,386845850,0,0,2025
S090005713,결산세출,5552850,1031622080,204053170,365928550,0,0,2025
S090005746,결산세출,60817530,603137060,546199220,210593460,120000,5703070,2025
S090005749,결산세출,2396000,768109670,88169630,313142960,13518000,18810,2025
S090005752,결산세출,5675790,453983430,398301640,204708070,0,0,2025
S090005755,결산세출,91173270,1202966920,112196720,372624830,0,0,2025
S090005760,결산세출,89487340,1489866960,240800560,292394500,373000000,0,2025
S090005764,결산세출,5178800,737823720,224020880,333034460,0,0,2025
S090005767,결산세출,50853760,310989850,44133380,191666360,0,0,2025
S090005775,결산세출,95347930,1343475380,84798030,297622000,41704710,0,2025
S090005779,결산세출,86007900,1347747170,450692920,242959410,0,29720,2025
S090005783,결산세출,8291330,670714070,898619210,323242380,0,0,2025
S090005832,결산세출,95291130,1818450470,143248030,454095840,0,0,2025
S090005834,결산세출,6149760,781355300,252545410,289302980,64608000,0,2025
S090005857,결산세출,7016200,1310537760,156693410,449867690,99034000,0,2025
S090005859,결산세출,104863030,1337093840,250756120,278826440,11067800,0,2025
S090005861,결산세출,6251000,574435250,69825880,316950190,213881000,0,2025
S090005863,결산세출,96903860,1127043680,100096220,352317740,0,26750,2025
S090005865,결산세출,91304850,990476960,102177540,364334830,18000000,0,2025
S090005868,결산세출,104281770,1271759770,114973650,296926000,5310000,0,2025
S090005875,결산세출,93704950,1105983410,134251750,256784880,0,0,2025
S090005876,결산세출,6991490,1381502220,109984070,496940110,205209910,0,2025
S090005877,결산세출,98936680,1311706680,121686770,267562480,693958310,0,2025
S090005878,결산세출,6064200,803627540,142795020,264732960,0,20148880,2025
S090005881,결산세출,57871300,765488890,399202810,231256340,0,4550,2025
S090005884,결산세출,114907860,1600956990,120895000,347738840,29000000,0,2025
S090005887,결산세출,12246170,1558942560,127479540,456145610,0,0,2025
S090005889,결산세출,9719700,1598477900,723516550,575132350,0,73034810,2025
S090005911,결산세출,12330550,1642415080,144551110,538372400,0,0,2025
S090006027,결산세출,53634180,615887860,619221140,258738400,0,246380,2025
S090006035,결산세출,80890500,994237340,217265650,340451450,2000000,0,2025
S090006036,결산세출,85599660,1520305200,271066070,392818910,0,31540,2025
S090006045,결산세출,72253180,1400091980,130652810,416790550,733290000,0,2025
S090006056,결산세출,47868240,1356979230,839177800,507789340,0,0,2025
S090006060,결산세출,93733880,1845682790,146888500,409755030,0,45861000,2025
S090006089,,0,0,0,0,0,0,2025
S090006105,결산세출,51665160,512175640,47850980,308285270,202083000,0,2025
S090006106,결산세출,84140450,1947948840,163607040,445655760,36674320,0,2025
S090006119,결산세출,16074600,1646733520,93021100,658155140,176645520,0,2025
S090006148,결산세출,90689210,1292666820,143111570,442466400,100000000,0,2025
S090006155,결산세출,10709980,1635534000,52639380,547002640,70210890,80,2025
S090006158,결산세출,13776530,1359623320,85139480,504260360,164066300,0,2025
S090006159,결산세출,92697950,1301753670,58579670,456775960,40817000,0,2025
S090006160,결산세출,5179720,1274737730,100027500,486871900,72468000,29395850,2025
S090006422,결산세출,90482360,887632120,110027730,208004660,0,0,2025
S090006423,결산세출,6793300,642357490,145188270,314936390,0,0,2025
S090006424,결산세출,17727220,1528518580,127910440,362458930,24446170,16001210,2025
S090006430,결산세출,93939170,997829310,509996600,267036290,102992760,43131590,2025
S090006438,결산세출,29611150,531479490,47679750,306253330,15702000,0,2025
S090006442,결산세출,100777580,1152250880,198897770,259997060,0,0,2025
S090006448,결산세출,7988830,1095653020,192661280,365310040,0,0,2025
S090006450,결산세출,6366260,1986655890,222208690,609919440,0,0,2025
S090006451,결산세출,92802820,1073789380,104800350,251108090,0,2900,2025
S090006457,결산세출,5670430,1143033810,216304720,347481970,100570000,0,2025
S090006560,결산세출,8849510,1342885510,183734300,397493720,19507070,335010,2025
S090006576,결산세출,134075170,558701350,100711380,445630250,0,17490,2025
S090006652,결산세출,86732850,1074821730,291594040,431224150,0,7606110,2025
S090006779,결산세출,68279390,1243742670,140529310,355745620,60000,36000,2025
S090006780,결산세출,81743170,1306717940,232148280,367069050,0,0,2025
S090006781,결산세출,104808620,1386739150,235389630,308127410,0,9740,2025
S090006782,결산세출,101960940,1774614080,108831720,280216920,4795750,3350,2025
S090006783,결산세출,86617230,1335234440,350811940,289817580,0,0,2025
S090006784,결산세출,15643720,1108432900,397476050,345642390,0,0,2025
S090006800,결산세출,7408220,797597660,151080050,423807580,0,9690,2025
S090006805,결산세출,87324810,1706115950,100400610,479892690,191073560,0,2025
S090006912,결산세출,13618350,1928964760,163447910,491152400,902800000,41010,2025
S090006934,결산세출,102513910,1583984410,189189430,521786600,184140000,460,2025
S090006939,결산세출,106086660,1606105190,153571540,469458710,0,0,2025
S090006944,결산세출,66100710,1372543780,241713610,413145160,50960070,50,2025
S090006953,결산세출,77869000,1526750620,413887760,457953810,49800000,0,2025
S090006966,결산세출,16967040,1216240550,130000460,496533810,141699000,13360,2025
S090007035,결산세출,84360960,1816160310,82366020,576820070,0,0,2025
S090007036,결산세출,2999100,856987520,94770160,459101970,0,0,2025
S090007037,결산세출,102251910,1691751200,154735210,454923210,0,0,2025
S090007065,결산세출,3924270,1502677970,166461860,502549650,0,0,2025
S090007115,결산세출,11860000,1227738580,605441540,439992140,0,0,2025
S090007124,결산세출,85945810,775278470,479766690,305811360,0,0,2025
S090007127,결산세출,13062180,1651189530,136626367,458053600,16240000,11130,2025
S090007157,결산세출,12657830,1356453330,92057430,493719140,0,0,2025
S090007158,결산세출,8351100,1700247060,171558180,570391310,149251000,2358450,2025
S090007189,결산세출,78564000,1466839510,81093910,486624070,45472000,0,2025
S090007219,결산세출,73912960,1572806260,372892640,495764080,0,314235430,2025
S090007237,결산세출,99431970,1346528430,59869970,368767310,25586560,80000,2025
S090007238,결산세출,10325360,1508349150,153941480,455649980,0,32450,2025
S090007242,결산세출,99797720,1979009510,919091630,571804840,0,0,2025
S090007253,결산세출,7794000,1259676230,83674300,578582230,1062913060,0,2025
S090007254,결산세출,80887790,500361640,57862920,324070420,380509270,0,2025
S090007256,결산세출,85634330,1308565700,150701520,330323200,57362000,0,2025
S090007311,결산세출,11504880,986805100,80917220,465949520,85235000,0,2025
S090007319,결산세출,75349520,1092282520,129830360,289357010,0,18370,2025
S090007324,결산세출,128620930,1835998340,226191500,535332050,0,0,2025
S090007330,결산세출,76165530,1220216550,105823770,351607560,0,0,2025
S090007332,결산세출,72492070,1585041550,88528030,447810250,89109000,27394510,2025
S090007339,결산세출,83387490,919784500,76498820,354745210,0,0,2025
S090007376,결산세출,57335790,964454870,57835810,299962980,0,360000,2025
S090007377,결산세출,4750080,1001594000,148309790,418549280,182009000,0,2025
S090007395,결산세출,11464000,1595656260,1171745990,437564280,0,94360,2025
S090007406,결산세출,12158800,1034366570,349313800,478737100,0,0,2025
S090007440,결산세출,8649740,1241891280,111962930,473190150,0,51708780,2025
S090007442,결산세출,7563260,1310526270,86567360,310003650,211593450,0,2025
S090007518,결산세출,8061990,1534642300,388005570,420129860,0,0,2025
S090007519,결산세출,8625200,702777810,238486260,340347270,159925340,0,2025
S090007521,결산세출,44765620,1334244320,229121210,315275090,0,0,2025
S090007522,결산세출,61520040,1281169260,455914930,385913780,0,520,2025
S090007572,결산세출,4730070,1352083100,1177189470,343205360,0,0,2025
S090007577,결산세출,6451570,682416790,80732950,360069690,34419000,2240200,2025
S090007580,결산세출,76245380,1323419140,179900870,514902490,0,0,2025
S090007582,결산세출,95652000,1252927090,125768000,313000480,0,17076150,2025
S090007608,결산세출,83567990,1009042760,132994710,277219980,31089130,2890,2025
S090007613,결산세출,3906190,1618360070,82110200,304841260,0,128180,2025
S090007626,결산세출,42531500,673588970,159588800,320749640,0,0,2025
S090007627,,0,0,0,0,0,0,2025
S090007628,결산세출,58923140,1090794980,159516540,318226430,0,0,2025
S090007630,,0,0,0,0,0,0,2025
S090007654,결산세출,76006150,1211052900,65804130,195578430,0,0,2025
S090007669,결산세출,5757110,436123230,143244330,264486090,60825000,0,2025
S090007679,결산세출,60602580,911140480,457994030,282769720,112762260,0,2025
S090007866,,0,0,0,0,0,0,2025
S090007867,결산세출,0,0,177169860,34394170,11406040,0,2025
S090007875,,0,0,0,0,0,0,2025
S090007878,,0,0,0,0,0,0,2025
S090007879,,0,0,0,0,0,0,2025
S090007883,결산세출,24752290,215539060,870610270,201417890,0,0,2025
